Source,Target,Weight
444.000000,114.000000,1.000000
448.000000,114.000000,1.000000
699.000000,114.000000,1.000000
748.000000,114.000000,1.000000
766.000000,114.000000,1.000000
780.000000,114.000000,1.000000
784.000000,114.000000,1.000000
810.000000,114.000000,1.000000
834.000000,114.000000,1.000000
836.000000,114.000000,1.000000
872.000000,114.000000,1.000000
892.000000,114.000000,1.000000
920.000000,114.000000,1.000000
960.000000,114.000000,1.000000
912.000000,124.000000,1.000000
41.000000,125.000000,1.000000
73.000000,125.000000,1.000000
113.000000,125.000000,1.000000
153.000000,125.000000,1.000000
175.000000,125.000000,1.000000
271.000000,125.000000,1.000000
277.000000,125.000000,1.000000
311.000000,125.000000,1.000000
367.000000,125.000000,1.000000
409.000000,125.000000,1.000000
451.000000,125.000000,1.000000
455.000000,125.000000,1.000000
485.000000,125.000000,1.000000
605.000000,125.000000,1.000000
649.000000,125.000000,1.000000
677.000000,125.000000,1.000000
839.000000,125.000000,1.000000
41.000000,129.000000,1.000000
113.000000,129.000000,1.000000
209.000000,129.000000,1.000000
212.000000,129.000000,1.000000
252.000000,129.000000,1.000000
451.000000,129.000000,1.000000
557.000000,129.000000,1.000000
573.000000,129.000000,1.000000
679.000000,129.000000,1.000000
711.000000,129.000000,1.000000
80.000000,142.000000,1.000000
192.000000,146.000000,1.000000
262.000000,152.000000,1.000000
422.000000,152.000000,1.000000
432.000000,152.000000,1.000000
41.000000,153.000000,1.000000
73.000000,153.000000,1.000000
113.000000,153.000000,1.000000
125.000000,153.000000,1.000000
175.000000,153.000000,1.000000
209.000000,153.000000,1.000000
212.000000,153.000000,1.000000
232.000000,153.000000,1.000000
270.000000,153.000000,1.000000
271.000000,153.000000,1.000000
277.000000,153.000000,1.000000
291.000000,153.000000,1.000000
311.000000,153.000000,1.000000
367.000000,153.000000,1.000000
409.000000,153.000000,1.000000
451.000000,153.000000,1.000000
573.000000,153.000000,1.000000
649.000000,153.000000,1.000000
677.000000,153.000000,1.000000
679.000000,153.000000,1.000000
839.000000,153.000000,1.000000
921.000000,153.000000,1.000000
424.000000,154.000000,1.000000
946.000000,167.000000,1.000000
41.000000,175.000000,1.000000
73.000000,175.000000,1.000000
113.000000,175.000000,1.000000
125.000000,175.000000,1.000000
153.000000,175.000000,1.000000
209.000000,175.000000,1.000000
212.000000,175.000000,1.000000
277.000000,175.000000,1.000000
291.000000,175.000000,1.000000
311.000000,175.000000,1.000000
409.000000,175.000000,1.000000
451.000000,175.000000,1.000000
455.000000,175.000000,1.000000
485.000000,175.000000,1.000000
573.000000,175.000000,1.000000
605.000000,175.000000,1.000000
649.000000,175.000000,1.000000
677.000000,175.000000,1.000000
679.000000,175.000000,1.000000
839.000000,175.000000,1.000000
79.000000,178.000000,1.000000
316.000000,178.000000,1.000000
346.000000,178.000000,1.000000
358.000000,178.000000,1.000000
417.000000,178.000000,1.000000
456.000000,178.000000,1.000000
692.000000,178.000000,1.000000
7.000000,185.000000,1.000000
9.000000,185.000000,1.000000
15.000000,185.000000,1.000000
73.000000,185.000000,1.000000
103.000000,185.000000,1.000000
105.000000,185.000000,1.000000
201.000000,185.000000,1.000000
359.000000,185.000000,1.000000
399.000000,185.000000,1.000000
485.000000,185.000000,1.000000
619.000000,185.000000,1.000000
639.000000,185.000000,1.000000
711.000000,185.000000,1.000000
739.000000,185.000000,1.000000
781.000000,185.000000,1.000000
979.000000,185.000000,1.000000
194.000000,186.000000,1.000000
146.000000,192.000000,1.000000
92.000000,194.000000,1.000000
186.000000,194.000000,1.000000
472.000000,196.000000,1.000000
7.000000,201.000000,1.000000
105.000000,201.000000,1.000000
185.000000,201.000000,1.000000
249.000000,201.000000,1.000000
359.000000,201.000000,1.000000
407.000000,201.000000,1.000000
619.000000,201.000000,1.000000
639.000000,201.000000,1.000000
781.000000,201.000000,1.000000
4.000000,202.000000,1.000000
24.000000,202.000000,1.000000
60.000000,202.000000,1.000000
346.000000,202.000000,1.000000
352.000000,202.000000,1.000000
398.000000,202.000000,1.000000
444.000000,202.000000,1.000000
448.000000,202.000000,1.000000
476.000000,202.000000,1.000000
508.000000,202.000000,1.000000
509.000000,202.000000,1.000000
554.000000,202.000000,1.000000
574.000000,202.000000,1.000000
594.000000,202.000000,1.000000
610.000000,202.000000,1.000000
638.000000,202.000000,1.000000
672.000000,202.000000,1.000000
692.000000,202.000000,1.000000
712.000000,202.000000,1.000000
748.000000,202.000000,1.000000
822.000000,202.000000,1.000000
872.000000,202.000000,1.000000
892.000000,202.000000,1.000000
906.000000,202.000000,1.000000
952.000000,202.000000,1.000000
4.000000,206.000000,1.000000
24.000000,206.000000,1.000000
60.000000,206.000000,1.000000
78.000000,206.000000,1.000000
114.000000,206.000000,1.000000
316.000000,206.000000,1.000000
356.000000,206.000000,1.000000
398.000000,206.000000,1.000000
444.000000,206.000000,1.000000
448.000000,206.000000,1.000000
476.000000,206.000000,1.000000
508.000000,206.000000,1.000000
509.000000,206.000000,1.000000
554.000000,206.000000,1.000000
574.000000,206.000000,1.000000
594.000000,206.000000,1.000000
610.000000,206.000000,1.000000
699.000000,206.000000,1.000000
712.000000,206.000000,1.000000
748.000000,206.000000,1.000000
766.000000,206.000000,1.000000
780.000000,206.000000,1.000000
784.000000,206.000000,1.000000
810.000000,206.000000,1.000000
834.000000,206.000000,1.000000
836.000000,206.000000,1.000000
872.000000,206.000000,1.000000
892.000000,206.000000,1.000000
920.000000,206.000000,1.000000
942.000000,206.000000,1.000000
952.000000,206.000000,1.000000
960.000000,206.000000,1.000000
962.000000,206.000000,1.000000
994.000000,206.000000,1.000000
41.000000,209.000000,1.000000
129.000000,209.000000,1.000000
153.000000,209.000000,1.000000
175.000000,209.000000,1.000000
212.000000,209.000000,1.000000
252.000000,209.000000,1.000000
277.000000,209.000000,1.000000
291.000000,209.000000,1.000000
417.000000,209.000000,1.000000
451.000000,209.000000,1.000000
677.000000,209.000000,1.000000
839.000000,209.000000,1.000000
41.000000,212.000000,1.000000
129.000000,212.000000,1.000000
153.000000,212.000000,1.000000
175.000000,212.000000,1.000000
209.000000,212.000000,1.000000
232.000000,212.000000,1.000000
252.000000,212.000000,1.000000
270.000000,212.000000,1.000000
291.000000,212.000000,1.000000
451.000000,212.000000,1.000000
677.000000,212.000000,1.000000
921.000000,212.000000,1.000000
248.000000,228.000000,1.000000
286.000000,228.000000,1.000000
314.000000,228.000000,1.000000
442.000000,228.000000,1.000000
306.000000,231.000000,1.000000
308.000000,231.000000,1.000000
354.000000,231.000000,1.000000
412.000000,231.000000,1.000000
840.000000,231.000000,1.000000
854.000000,231.000000,1.000000
881.000000,231.000000,1.000000
68.000000,232.000000,1.000000
153.000000,232.000000,1.000000
212.000000,232.000000,1.000000
270.000000,232.000000,1.000000
291.000000,232.000000,1.000000
451.000000,232.000000,1.000000
649.000000,232.000000,1.000000
921.000000,232.000000,1.000000
322.000000,236.000000,1.000000
264.000000,244.000000,1.000000
228.000000,248.000000,1.000000
268.000000,248.000000,1.000000
286.000000,248.000000,1.000000
314.000000,248.000000,1.000000
442.000000,248.000000,1.000000
7.000000,249.000000,1.000000
105.000000,249.000000,1.000000
201.000000,249.000000,1.000000
407.000000,249.000000,1.000000
129.000000,252.000000,1.000000
209.000000,252.000000,1.000000
212.000000,252.000000,1.000000
291.000000,252.000000,1.000000
417.000000,252.000000,1.000000
451.000000,252.000000,1.000000
677.000000,252.000000,1.000000
921.000000,252.000000,1.000000
290.000000,258.000000,1.000000
298.000000,258.000000,1.000000
414.000000,258.000000,1.000000
637.000000,259.000000,1.000000
889.000000,259.000000,1.000000
152.000000,262.000000,1.000000
312.000000,262.000000,1.000000
396.000000,262.000000,1.000000
422.000000,262.000000,1.000000
450.000000,262.000000,1.000000
244.000000,264.000000,1.000000
774.000000,264.000000,1.000000
248.000000,268.000000,1.000000
286.000000,268.000000,1.000000
68.000000,270.000000,1.000000
78.000000,270.000000,1.000000
106.000000,270.000000,1.000000
153.000000,270.000000,1.000000
212.000000,270.000000,1.000000
232.000000,270.000000,1.000000
291.000000,270.000000,1.000000
310.000000,270.000000,1.000000
511.000000,270.000000,1.000000
539.000000,270.000000,1.000000
649.000000,270.000000,1.000000
677.000000,270.000000,1.000000
699.000000,270.000000,1.000000
766.000000,270.000000,1.000000
810.000000,270.000000,1.000000
834.000000,270.000000,1.000000
73.000000,271.000000,1.000000
125.000000,271.000000,1.000000
153.000000,271.000000,1.000000
277.000000,271.000000,1.000000
291.000000,271.000000,1.000000
367.000000,271.000000,1.000000
409.000000,271.000000,1.000000
451.000000,271.000000,1.000000
455.000000,271.000000,1.000000
649.000000,271.000000,1.000000
677.000000,271.000000,1.000000
290.000000,272.000000,1.000000
41.000000,277.000000,1.000000
73.000000,277.000000,1.000000
113.000000,277.000000,1.000000
125.000000,277.000000,1.000000
153.000000,277.000000,1.000000
175.000000,277.000000,1.000000
209.000000,277.000000,1.000000
271.000000,277.000000,1.000000
291.000000,277.000000,1.000000
311.000000,277.000000,1.000000
367.000000,277.000000,1.000000
409.000000,277.000000,1.000000
451.000000,277.000000,1.000000
455.000000,277.000000,1.000000
467.000000,277.000000,1.000000
573.000000,277.000000,1.000000
605.000000,277.000000,1.000000
649.000000,277.000000,1.000000
677.000000,277.000000,1.000000
839.000000,277.000000,1.000000
228.000000,286.000000,1.000000
248.000000,286.000000,1.000000
268.000000,286.000000,1.000000
314.000000,286.000000,1.000000
258.000000,290.000000,1.000000
272.000000,290.000000,1.000000
68.000000,291.000000,1.000000
106.000000,291.000000,1.000000
153.000000,291.000000,1.000000
175.000000,291.000000,1.000000
209.000000,291.000000,1.000000
212.000000,291.000000,1.000000
232.000000,291.000000,1.000000
252.000000,291.000000,1.000000
270.000000,291.000000,1.000000
271.000000,291.000000,1.000000
277.000000,291.000000,1.000000
310.000000,291.000000,1.000000
409.000000,291.000000,1.000000
451.000000,291.000000,1.000000
467.000000,291.000000,1.000000
511.000000,291.000000,1.000000
539.000000,291.000000,1.000000
605.000000,291.000000,1.000000
649.000000,291.000000,1.000000
677.000000,291.000000,1.000000
699.000000,291.000000,1.000000
258.000000,298.000000,1.000000
330.000000,298.000000,1.000000
414.000000,298.000000,1.000000
104.000000,302.000000,1.000000
308.000000,302.000000,1.000000
16.000000,306.000000,1.000000
231.000000,306.000000,1.000000
412.000000,306.000000,1.000000
854.000000,306.000000,1.000000
231.000000,308.000000,1.000000
302.000000,308.000000,1.000000
354.000000,308.000000,1.000000
388.000000,308.000000,1.000000
637.000000,308.000000,1.000000
854.000000,308.000000,1.000000
60.000000,310.000000,1.000000
78.000000,310.000000,1.000000
100.000000,310.000000,1.000000
106.000000,310.000000,1.000000
270.000000,310.000000,1.000000
291.000000,310.000000,1.000000
316.000000,310.000000,1.000000
346.000000,310.000000,1.000000
398.000000,310.000000,1.000000
444.000000,310.000000,1.000000
448.000000,310.000000,1.000000
456.000000,310.000000,1.000000
511.000000,310.000000,1.000000
539.000000,310.000000,1.000000
649.000000,310.000000,1.000000
699.000000,310.000000,1.000000
766.000000,310.000000,1.000000
810.000000,310.000000,1.000000
834.000000,310.000000,1.000000
836.000000,310.000000,1.000000
872.000000,310.000000,1.000000
892.000000,310.000000,1.000000
41.000000,311.000000,1.000000
73.000000,311.000000,1.000000
113.000000,311.000000,1.000000
125.000000,311.000000,1.000000
153.000000,311.000000,1.000000
175.000000,311.000000,1.000000
277.000000,311.000000,1.000000
367.000000,311.000000,1.000000
399.000000,311.000000,1.000000
409.000000,311.000000,1.000000
451.000000,311.000000,1.000000
455.000000,311.000000,1.000000
485.000000,311.000000,1.000000
573.000000,311.000000,1.000000
639.000000,311.000000,1.000000
677.000000,311.000000,1.000000
679.000000,311.000000,1.000000
711.000000,311.000000,1.000000
839.000000,311.000000,1.000000
262.000000,312.000000,1.000000
368.000000,312.000000,1.000000
396.000000,312.000000,1.000000
228.000000,314.000000,1.000000
248.000000,314.000000,1.000000
286.000000,314.000000,1.000000
4.000000,316.000000,1.000000
24.000000,316.000000,1.000000
60.000000,316.000000,1.000000
78.000000,316.000000,1.000000
79.000000,316.000000,1.000000
100.000000,316.000000,1.000000
106.000000,316.000000,1.000000
114.000000,316.000000,1.000000
178.000000,316.000000,1.000000
206.000000,316.000000,1.000000
310.000000,316.000000,1.000000
346.000000,316.000000,1.000000
352.000000,316.000000,1.000000
356.000000,316.000000,1.000000
358.000000,316.000000,1.000000
398.000000,316.000000,1.000000
444.000000,316.000000,1.000000
448.000000,316.000000,1.000000
456.000000,316.000000,1.000000
467.000000,316.000000,1.000000
493.000000,316.000000,1.000000
508.000000,316.000000,1.000000
539.000000,316.000000,1.000000
554.000000,316.000000,1.000000
574.000000,316.000000,1.000000
610.000000,316.000000,1.000000
672.000000,316.000000,1.000000
692.000000,316.000000,1.000000
699.000000,316.000000,1.000000
748.000000,316.000000,1.000000
766.000000,316.000000,1.000000
780.000000,316.000000,1.000000
810.000000,316.000000,1.000000
834.000000,316.000000,1.000000
872.000000,316.000000,1.000000
892.000000,316.000000,1.000000
920.000000,316.000000,1.000000
390.000000,320.000000,1.000000
410.000000,320.000000,1.000000
420.000000,320.000000,1.000000
424.000000,320.000000,1.000000
472.000000,320.000000,1.000000
236.000000,322.000000,1.000000
696.000000,322.000000,1.000000
298.000000,330.000000,1.000000
378.000000,338.000000,1.000000
388.000000,338.000000,1.000000
4.000000,346.000000,1.000000
24.000000,346.000000,1.000000
60.000000,346.000000,1.000000
78.000000,346.000000,1.000000
79.000000,346.000000,1.000000
100.000000,346.000000,1.000000
106.000000,346.000000,1.000000
178.000000,346.000000,1.000000
202.000000,346.000000,1.000000
310.000000,346.000000,1.000000
316.000000,346.000000,1.000000
352.000000,346.000000,1.000000
356.000000,346.000000,1.000000
358.000000,346.000000,1.000000
398.000000,346.000000,1.000000
444.000000,346.000000,1.000000
448.000000,346.000000,1.000000
456.000000,346.000000,1.000000
508.000000,346.000000,1.000000
554.000000,346.000000,1.000000
574.000000,346.000000,1.000000
672.000000,346.000000,1.000000
692.000000,346.000000,1.000000
699.000000,346.000000,1.000000
748.000000,346.000000,1.000000
810.000000,346.000000,1.000000
834.000000,346.000000,1.000000
872.000000,346.000000,1.000000
892.000000,346.000000,1.000000
906.000000,346.000000,1.000000
551.000000,351.000000,1.000000
4.000000,352.000000,1.000000
24.000000,352.000000,1.000000
60.000000,352.000000,1.000000
79.000000,352.000000,1.000000
202.000000,352.000000,1.000000
316.000000,352.000000,1.000000
346.000000,352.000000,1.000000
356.000000,352.000000,1.000000
358.000000,352.000000,1.000000
398.000000,352.000000,1.000000
444.000000,352.000000,1.000000
448.000000,352.000000,1.000000
456.000000,352.000000,1.000000
508.000000,352.000000,1.000000
574.000000,352.000000,1.000000
610.000000,352.000000,1.000000
672.000000,352.000000,1.000000
692.000000,352.000000,1.000000
699.000000,352.000000,1.000000
748.000000,352.000000,1.000000
872.000000,352.000000,1.000000
892.000000,352.000000,1.000000
906.000000,352.000000,1.000000
960.000000,352.000000,1.000000
231.000000,354.000000,1.000000
308.000000,354.000000,1.000000
388.000000,354.000000,1.000000
854.000000,354.000000,1.000000
4.000000,356.000000,1.000000
24.000000,356.000000,1.000000
60.000000,356.000000,1.000000
78.000000,356.000000,1.000000
114.000000,356.000000,1.000000
206.000000,356.000000,1.000000
316.000000,356.000000,1.000000
346.000000,356.000000,1.000000
352.000000,356.000000,1.000000
358.000000,356.000000,1.000000
398.000000,356.000000,1.000000
444.000000,356.000000,1.000000
448.000000,356.000000,1.000000
456.000000,356.000000,1.000000
476.000000,356.000000,1.000000
508.000000,356.000000,1.000000
554.000000,356.000000,1.000000
574.000000,356.000000,1.000000
672.000000,356.000000,1.000000
692.000000,356.000000,1.000000
699.000000,356.000000,1.000000
748.000000,356.000000,1.000000
766.000000,356.000000,1.000000
780.000000,356.000000,1.000000
784.000000,356.000000,1.000000
810.000000,356.000000,1.000000
834.000000,356.000000,1.000000
836.000000,356.000000,1.000000
872.000000,356.000000,1.000000
892.000000,356.000000,1.000000
906.000000,356.000000,1.000000
920.000000,356.000000,1.000000
952.000000,356.000000,1.000000
960.000000,356.000000,1.000000
962.000000,356.000000,1.000000
60.000000,358.000000,1.000000
79.000000,358.000000,1.000000
106.000000,358.000000,1.000000
178.000000,358.000000,1.000000
316.000000,358.000000,1.000000
346.000000,358.000000,1.000000
352.000000,358.000000,1.000000
356.000000,358.000000,1.000000
398.000000,358.000000,1.000000
417.000000,358.000000,1.000000
444.000000,358.000000,1.000000
448.000000,358.000000,1.000000
456.000000,358.000000,1.000000
574.000000,358.000000,1.000000
672.000000,358.000000,1.000000
692.000000,358.000000,1.000000
699.000000,358.000000,1.000000
810.000000,358.000000,1.000000
834.000000,358.000000,1.000000
872.000000,358.000000,1.000000
892.000000,358.000000,1.000000
9.000000,359.000000,1.000000
15.000000,359.000000,1.000000
105.000000,359.000000,1.000000
185.000000,359.000000,1.000000
201.000000,359.000000,1.000000
619.000000,359.000000,1.000000
639.000000,359.000000,1.000000
739.000000,359.000000,1.000000
781.000000,359.000000,1.000000
979.000000,359.000000,1.000000
380.000000,364.000000,1.000000
15.000000,367.000000,1.000000
41.000000,367.000000,1.000000
73.000000,367.000000,1.000000
103.000000,367.000000,1.000000
113.000000,367.000000,1.000000
125.000000,367.000000,1.000000
153.000000,367.000000,1.000000
271.000000,367.000000,1.000000
277.000000,367.000000,1.000000
311.000000,367.000000,1.000000
399.000000,367.000000,1.000000
451.000000,367.000000,1.000000
455.000000,367.000000,1.000000
485.000000,367.000000,1.000000
639.000000,367.000000,1.000000
679.000000,367.000000,1.000000
839.000000,367.000000,1.000000
312.000000,368.000000,1.000000
396.000000,368.000000,1.000000
41.000000,371.000000,1.000000
338.000000,378.000000,1.000000
704.000000,378.000000,1.000000
364.000000,380.000000,1.000000
946.000000,380.000000,1.000000
711.000000,383.000000,1.000000
781.000000,383.000000,1.000000
708.000000,384.000000,1.000000
308.000000,388.000000,1.000000
338.000000,388.000000,1.000000
354.000000,388.000000,1.000000
684.000000,388.000000,1.000000
840.000000,388.000000,1.000000
320.000000,390.000000,1.000000
410.000000,390.000000,1.000000
424.000000,390.000000,1.000000
407.000000,395.000000,1.000000
262.000000,396.000000,1.000000
312.000000,396.000000,1.000000
368.000000,396.000000,1.000000
4.000000,398.000000,1.000000
24.000000,398.000000,1.000000
